1,1.92
2,1.92
3,1.92
4,1.92
5,1.92
6,1.936
7,1.936
8,1.92
9,1.936
10,1.936
11,1.936
12,1.936
13,1.936
14,1.936
15,1.936
16,1.952
17,1.952
18,1.968
19,1.952
20,1.968
21,1.952
22,1.952
23,1.968
24,1.952
25,1.968
26,1.968
27,1.968
28,1.968
29,1.968
30,1.968
31,1.968
32,1.968
33,1.968
34,1.952
35,1.984
36,1.984
37,1.984
38,1.968
39,1.984
40,1.984
41,1.968
42,1.984
43,1.984
44,1.968
45,1.984
46,2.0
47,1.984
48,1.984
49,2.0
50,2.0
51,1.984
52,2.0
53,1.984
54,2.0
55,2.0
56,2.0
57,2.0
58,2.0
59,2.016
60,2.0
61,2.016
62,2.016
63,2.016
64,2.016
65,2.016
66,2.016
67,2.016
68,2.016
69,2.0
70,2.016
71,2.032
72,2.016
73,2.016
74,2.016
75,2.016
76,2.016
77,2.016
78,2.016
79,2.016
80,2.016
81,2.016
82,2.032
83,2.016
84,2.016
85,2.016
86,2.032
87,2.016
88,2.016
89,2.016
90,2.016
91,2.032
92,2.016
93,2.016
94,2.016
95,2.016
96,2.016
97,2.016
98,2.016
99,2.016
100,2.032
101,2.016
102,2.016
103,2.032
104,2.032
105,2.032
106,2.032
107,2.048
108,2.032
109,2.032
110,2.016
111,2.032
112,2.032
113,2.032
114,2.032
115,2.032
116,2.032
117,2.032
118,2.032
119,2.032
120,2.048
121,2.032
122,2.032
123,2.032
124,2.048
125,2.048
126,2.064
127,2.032
128,2.048
129,2.048
130,2.048
131,2.048
132,2.064
133,2.048
134,2.064
135,2.064
136,2.064
137,2.048
138,2.048
139,2.064
140,2.064
141,2.048
142,2.064
143,2.048
144,2.064
145,2.048
146,2.064
147,2.048
148,2.064
149,2.064
150,2.048
151,2.064
152,2.064
153,2.064
154,2.064
155,2.064
156,2.064
157,2.08
158,2.048
159,2.064
160,2.064
161,2.08
162,2.064
163,2.08
164,2.064
165,2.064
166,2.048
167,2.064
168,2.064
169,2.064
170,2.064
171,2.064
172,2.064
173,2.064
174,2.064
175,2.048
176,2.048
177,2.064
178,2.08
179,2.064
180,2.048
181,2.08
182,2.064
183,2.08
184,2.08
185,2.08
186,2.096
187,2.08
188,2.08
189,2.096
190,2.08
191,2.08
192,2.096
193,2.112
194,2.096
195,2.128
196,2.112
197,2.096
198,2.112
199,2.112
200,2.096
201,2.128
202,2.112
203,2.112
204,2.096
205,2.128
206,2.096
207,2.112
208,2.096
209,2.096
210,2.112
211,2.08
212,2.112
213,2.128
214,2.096
215,2.112
216,2.112
217,2.096
218,2.096
219,2.096
220,2.096
221,2.096
222,2.096
223,2.096
224,2.08
225,2.112
226,2.08
227,2.112
228,2.096
229,2.096
230,2.112
231,2.096
232,2.096
233,2.096
234,2.096
235,2.096
236,2.096
237,2.112
238,2.112
239,2.096
240,2.096
241,2.112
242,2.096
243,2.096
244,2.112
245,2.112
246,2.096
247,2.096
248,2.096
249,2.112
250,2.112
251,2.112
252,2.112
253,2.112
254,2.096
255,2.096
256,2.112
257,2.128
258,2.128
259,2.128
260,2.128
261,2.128
262,2.128
263,2.128
264,2.112
265,2.128
266,2.112
267,2.128
268,2.112
269,2.112
270,2.112
271,2.128
272,2.128
273,2.128
274,2.112
275,2.112
276,2.128
277,2.128
278,2.128
279,2.128
280,2.128
281,2.112
282,2.112
283,2.128
284,2.128
285,2.112
286,2.128
287,2.112
288,2.112
289,2.128
290,2.112
291,2.128
292,2.112
293,2.112
294,2.144
295,2.128
296,2.112
297,2.128
298,2.128
299,2.112
300,2.128
301,2.112
302,2.112
303,2.128
304,2.128
305,2.144
306,2.144
307,2.128
308,2.128
309,2.128
310,2.128
311,2.128
312,2.128
313,2.128
314,2.128
315,2.128
316,2.128
317,2.144
318,2.128
319,2.128
320,2.144
321,2.16
322,2.144
323,2.176
324,2.16
325,2.144
326,2.16
327,2.16
328,2.16
329,2.144
330,2.144
331,2.144
332,2.144
333,2.16
334,2.144
335,2.16
336,2.16
337,2.16
338,2.144
339,2.16
340,2.16
341,2.16
342,2.16
343,2.16
344,2.144
345,2.144
346,2.16
347,2.16
348,2.144
349,2.16
350,2.144
351,2.144
352,2.144
353,2.16
354,2.16
355,2.144
356,2.144
357,2.144
358,2.16
359,2.16
360,2.144
361,2.16
362,2.16
363,2.16
364,2.144
365,2.144
366,2.144
367,2.16
368,2.16
